,"Almonds, with shell",Apples,Apricots,Artichokes,Asparagus,Avocados,Bananas,Barley,"Beans, dry","Beans, green",Berries nes,Blueberries,Buckwheat,Cabbages and other brassicas,Carrots and turnips,Castor oil seed,Cauliflowers and broccoli,Cherries,"Cherries, sour",Chick peas,"Chillies and peppers, dry","Chillies and peppers, green","Coffee, green","Cow peas, dry",Cranberries,Cucumbers and gherkins,Currants,Dates,Eggplants (aubergines),Figs,"Fruit, citrus nes","Fruit, fresh nes",Garlic,Ginger,Grapefruit (inc. pomelos),Grapes,"Groundnuts, with shell","Hazelnuts, with shell",Hops,Kiwi fruit,Lemons and limes,Lentils,Lettuce and chicory,Linseed,Maize,"Maize, green","Mangoes, mangosteens, guavas","Melons, other (inc.cantaloupes)",Millet,Mustard seed,"Nuts, nes",Oats,Okra,Olives,"Onions, dry",Oranges,Papayas,Peaches and nectarines,Pears,"Peas, dry","Peas, green",Pineapples,Pistachios,Plums and sloes,Potatoes,"Pumpkins, squash and gourds",Rapeseed,Raspberries,"Rice, paddy",Rye,Safflower seed,Seed cotton,Sesame seed,Sorghum,Soybeans,Spinach,Strawberries,String beans,Sugar beet,Sugar cane,Sunflower seed,Sweet potatoes,"Tangerines, mandarins, clementines, satsumas",Taro (cocoyam),"Tobacco, unmanufactured",Tomatoes,"Vegetables, fresh nes","Vegetables, leguminous nes","Walnuts, with shell",Watermelons,Wheat,Cereals (Rice Milled Eqv),"Cereals,Total","Citrus Fruit,Total","Coarse Grain, Total",Fibre Crops Primary,"Fruit excl Melons,Total",Oilcakes Equivalent,Oilcrops Primary,"Pulses,Total","Roots and Tubers,Total","Treenuts,Total",Vegetables Primary,"Vegetables&Melons, Total"
1986,11250.0,199117.0,62547.0,88246.0,25976.0,78723.0,110831.0,27340.0,17213.0,58095.0,66456.0,31112.0,10000.0,200000.0,304625.0,,124431.0,68046.0,52154.0,,25000.0,177168.0,13432.0,9032.0,157331.0,129738.0,,89560.0,265625.0,62308.0,,163602.0,200000.0,411765.0,363785.0,152078.0,26992.0,13591.0,21947.0,96916.0,238783.0,12416.0,308987.0,10601.0,74930.0,124050.0,117400.0,181385.0,14207.0,9524.0,22100.0,20188.0,,77392.0,423174.0,298464.0,289691.0,138962.0,254386.0,24014.0,85261.0,402251.0,24545.0,91564.0,330540.0,,,40307.0,63340.0,18138.0,17326.0,16245.0,,42521.0,22411.0,139683.0,257284.0,71686.0,473470.0,853445.0,15348.0,152497.0,258226.0,179375.0,22468.0,531650.0,337838.0,,22419.0,133735.0,23167.0,46689.0,46989.0,302803.0,60679.0,6183.0,197178.0,15629.0,3904.0,17394.0,318195.0,16480.0,218527.0,218527.0
1987,29630.0,266204.0,133591.0,122574.0,26351.0,54420.0,119400.0,28178.0,17524.0,58000.0,79272.0,30114.0,10000.0,200000.0,323175.0,,125047.0,103393.0,80562.0,,25219.0,177115.0,7682.0,8959.0,142500.0,129938.0,,86869.0,269531.0,64754.0,,153754.0,198529.0,411765.0,397465.0,154606.0,26190.0,18946.0,19739.0,95673.0,365159.0,14161.0,338255.0,10085.0,75225.0,130870.0,152921.0,183516.0,15084.0,9470.0,21262.0,19460.0,,47915.0,408686.0,302946.0,317526.0,144970.0,306259.0,26497.0,84866.0,429735.0,9042.0,175307.0,337394.0,,8007.0,61398.0,62271.0,18268.0,17246.0,20812.0,,43558.0,22794.0,140800.0,271597.0,68634.0,502486.0,795260.0,16476.0,146297.0,329172.0,178750.0,22725.0,534599.0,337838.0,,31452.0,137805.0,25330.0,47023.0,47354.0,326218.0,60952.0,7918.0,221758.0,15860.0,3968.0,18011.0,325038.0,27017.0,221954.0,221954.0
1988,26356.0,220676.0,119048.0,117441.0,26900.0,50086.0,138568.0,20434.0,15951.0,58919.0,81726.0,32013.0,10000.0,214286.0,297188.0,,140537.0,87773.0,53634.0,,26125.0,191183.0,8146.0,9063.0,167511.0,122890.0,,96893.0,272727.0,70321.0,,153428.0,197368.0,411765.0,426700.0,177738.0,27401.0,13993.0,18378.0,103484.0,263943.0,14114.0,329589.0,4481.0,53109.0,112320.0,93505.0,178191.0,14953.0,9500.0,24662.0,14111.0,,62259.0,406086.0,333643.0,341398.0,161527.0,280129.0,31419.0,61793.0,427021.0,22302.0,127645.0,317265.0,,14750.0,57971.0,61801.0,15494.0,14423.0,18312.0,,40033.0,18155.0,139844.0,280000.0,60590.0,427565.0,792985.0,10458.0,143452.0,332730.0,181176.0,24209.0,497527.0,359375.0,,26469.0,137805.0,22913.0,36636.0,37069.0,344077.0,45419.0,6939.0,224130.0,12560.0,3175.0,17513.0,306157.0,25428.0,214374.0,214374.0
1989,22317.0,232220.0,143799.0,127366.0,28385.0,36277.0,134321.0,26159.0,16110.0,60947.0,50917.0,31411.0,10000.0,216216.0,318822.0,,129901.0,88742.0,60025.0,,26135.0,195796.0,12473.0,8929.0,152754.0,116020.0,,98812.0,279231.0,63662.0,,162903.0,196429.0,558904.0,424482.0,178441.0,27194.0,10621.0,19221.0,124742.0,258833.0,14145.0,346648.0,4676.0,72978.0,131038.0,98802.0,176478.0,15044.0,9543.0,21000.0,19472.0,,92523.0,404618.0,340756.0,332376.0,149282.0,296083.0,32193.0,89397.0,397732.0,8587.0,177870.0,324007.0,,15758.0,66263.0,64466.0,17686.0,14636.0,17868.0,,34792.0,21783.0,151515.0,277599.0,78302.0,435159.0,774217.0,11040.0,148018.0,340661.0,173529.0,22595.0,547203.0,400000.0,,28672.0,134146.0,22024.0,44371.0,44739.0,348775.0,59498.0,6877.0,229334.0,15167.0,3757.0,17548.0,312884.0,22204.0,230774.0,230774.0
1990,30049.0,228601.0,149710.0,125895.0,28997.0,41876.0,142389.0,30167.0,17416.0,63448.0,70747.0,30280.0,9919.0,217105.0,353646.0,,128209.0,71411.0,47954.0,,28395.0,190600.0,10474.0,9000.0,136756.0,126836.0,,107772.0,275362.0,67099.0,,156548.0,197802.0,538750.0,300956.0,171530.0,22234.0,17828.0,17972.0,119932.0,249153.0,9753.0,354701.0,9453.0,74380.0,130977.0,86436.0,175051.0,15000.0,9516.0,19283.0,21567.0,,96992.0,427671.0,290429.0,320309.0,144316.0,311805.0,22464.0,86786.0,417304.0,25048.0,123885.0,328809.0,,17419.0,53146.0,61975.0,17029.0,14458.0,18512.0,,39592.0,22920.0,150781.0,304409.0,72530.0,447856.0,794151.0,13778.0,157804.0,219327.0,154706.0,24859.0,551869.0,410256.0,,28109.0,177343.0,26567.0,47188.0,47547.0,285794.0,63130.0,7108.0,205705.0,15498.0,3865.0,17403.0,318285.0,26945.0,233093.0,233093.0
1991,22648.0,243703.0,114776.0,137968.0,28188.0,50315.0,143639.0,29689.0,19776.0,60819.0,58598.0,28177.0,9939.0,215190.0,326778.0,,129915.0,74066.0,44242.0,,29125.0,211577.0,10474.0,9024.0,167162.0,133934.0,,95048.0,267497.0,63021.0,,174451.0,188310.0,538911.0,379703.0,169248.0,27400.0,20800.0,19606.0,91017.0,256983.0,15552.0,357063.0,11379.0,68172.0,128293.0,123465.0,173811.0,14563.0,10374.0,23939.0,18158.0,77500.0,49060.0,424200.0,287158.0,306098.0,171173.0,290159.0,28673.0,82715.0,437826.0,15497.0,142884.0,340579.0,,14286.0,54632.0,64244.0,15468.0,13450.0,19291.0,,37196.0,23030.0,148077.0,332047.0,74338.0,455898.0,756033.0,15148.0,161270.0,249827.0,134091.0,24427.0,577943.0,424242.0,,32082.0,178174.0,23038.0,44692.0,45080.0,297668.0,58216.0,7312.0,214577.0,15451.0,3953.0,20219.0,330895.0,24413.0,235824.0,235824.0
1992,25401.0,260304.0,122120.0,128906.0,30588.0,80186.0,154545.0,33607.0,16571.0,57314.0,95745.0,37665.0,10000.0,219377.0,343830.0,,130110.0,100921.0,77472.0,,28012.0,237116.0,5377.0,8981.0,160255.0,151256.0,,88811.0,274537.0,73177.0,,194032.0,184855.0,449573.0,365044.0,181813.0,28764.0,22971.0,19719.0,160847.0,273593.0,13618.0,343723.0,12506.0,82526.0,132274.0,98812.0,188884.0,14577.0,10985.0,17976.0,23473.0,75000.0,122906.0,432848.0,312046.0,330010.0,171147.0,295136.0,21706.0,95850.0,470708.0,29169.0,142505.0,362533.0,,13564.0,64133.0,64292.0,18369.0,14851.0,20361.0,,45579.0,25296.0,155875.0,302244.0,68053.0,462850.0,735711.0,14067.0,163268.0,264014.0,142273.0,24600.0,592498.0,543000.0,,25567.0,182549.0,26433.0,53169.0,53581.0,315022.0,70816.0,7829.0,230625.0,17258.0,4306.0,16772.0,350701.0,24378.0,233314.0,233314.0
1993,21767.0,260565.0,104941.0,123387.0,30429.0,44161.0,159226.0,31710.0,15144.0,56995.0,68632.0,52288.0,10000.0,219532.0,342382.0,,124323.0,80969.0,78173.0,,26886.0,250417.0,6212.0,9000.0,148918.0,142949.0,,118149.0,291966.0,96243.0,,229770.0,179373.0,299333.0,429429.0,177720.0,22505.0,34119.0,19805.0,159964.0,320345.0,16108.0,336202.0,11436.0,63211.0,120479.0,14065.0,196210.0,14587.0,8458.0,25013.0,19539.0,74444.0,90870.0,426094.0,358061.0,279439.0,169980.0,304496.0,30971.0,86077.0,377146.0,29887.0,100282.0,364842.0,,15085.0,68305.0,61762.0,17030.0,20501.0,17912.0,,37605.0,21942.0,159261.0,316749.0,68459.0,417465.0,735122.0,11596.0,154526.0,252101.0,129524.0,24227.0,584079.0,564706.0,,31508.0,205108.0,25699.0,42600.0,42991.0,361358.0,55359.0,6789.0,242652.0,14686.0,3693.0,16442.0,352717.0,25456.0,238758.0,238758.0
1994,30246.0,280568.0,161323.0,145833.0,32090.0,58364.0,175843.0,30247.0,17719.0,61076.0,78320.0,42520.0,10000.0,232297.0,389775.0,,138895.0,93749.0,72279.0,,,263057.0,8764.0,8980.0,168681.0,142200.0,,93711.0,256377.0,87627.0,,267667.0,190572.0,453333.0,384940.0,169531.0,29415.0,17247.0,19709.0,135894.0,353255.0,13328.0,334870.0,10723.0,86997.0,146177.0,41886.0,198802.0,14594.0,10886.0,20014.0,20468.0,74545.0,58842.0,444620.0,325234.0,315600.0,167716.0,333450.0,25867.0,94604.0,366894.0,25140.0,149177.0,379422.0,,14873.0,72390.0,66851.0,17491.0,20971.0,20735.0,,45637.0,27814.0,167019.0,378710.0,75052.0,494812.0,740121.0,15803.0,181327.0,266357.0,138500.0,26437.0,632474.0,574413.0,,27518.0,205550.0,25270.0,55135.0,55601.0,333619.0,75325.0,7940.0,239960.0,18439.0,4664.0,17809.0,368141.0,27170.0,253661.0,253661.0
1995,16316.0,256303.0,64012.0,103134.0,33407.0,63461.0,165730.0,30791.0,18139.0,61323.0,77146.0,48083.0,10000.0,214844.0,363953.0,,141863.0,71241.0,99248.0,,,235458.0,8950.0,9014.0,143361.0,141633.0,,97861.0,215056.0,79899.0,,245545.0,184996.0,526000.0,392293.0,169643.0,25576.0,31254.0,20463.0,138866.0,323301.0,15285.0,332516.0,9440.0,71230.0,139535.0,59802.0,207095.0,15008.0,9326.0,22231.0,19565.0,76190.0,51547.0,439259.0,332297.0,233909.0,149042.0,305809.0,32963.0,90360.0,388820.0,27512.0,126844.0,362376.0,,14324.0,71715.0,63010.0,16407.0,19839.0,15607.0,,34880.0,23759.0,156788.0,373690.0,68237.0,443014.0,740472.0,13343.0,172926.0,227529.0,140000.0,21464.0,612538.0,600000.0,,27183.0,222647.0,24065.0,46008.0,46448.0,335915.0,62167.0,6016.0,235604.0,15335.0,3874.0,19232.0,351478.0,21131.0,247621.0,247621.0
1996,22258.0,248890.0,82405.0,112077.0,30308.0,64964.0,152062.0,31481.0,17919.0,66231.0,61992.0,38436.0,10000.0,218021.0,362234.0,,142171.0,63058.0,71603.0,,,275474.0,10841.0,8983.0,154012.0,146258.0,,110370.0,256778.0,66982.0,,245545.0,196328.0,532500.0,349348.0,153940.0,29737.0,14901.0,19032.0,123866.0,356276.0,10671.0,305331.0,10929.0,79777.0,142192.0,44811.0,229588.0,14607.0,8792.0,21936.0,20708.0,75294.0,110411.0,432352.0,316906.0,261676.0,146151.0,267842.0,17547.0,93679.0,389370.0,18319.0,160588.0,391932.0,,15410.0,55765.0,68593.0,16308.0,20500.0,20689.0,,42262.0,25270.0,161391.0,382279.0,76019.0,451963.0,742974.0,15644.0,176991.0,215365.0,123333.0,23221.0,638181.0,612579.0,,24286.0,240327.0,24389.0,51356.0,51756.0,318964.0,69402.0,8046.0,225523.0,17208.0,4306.0,17369.0,379928.0,22119.0,256084.0,256084.0
1997,30295.0,247215.0,145612.0,112062.0,30674.0,60333.0,161719.0,31240.0,18714.0,65946.0,74247.0,49272.0,10000.0,241869.0,418875.0,,152848.0,89442.0,81710.0,,,298417.0,14361.0,8986.0,172595.0,167071.0,,116443.0,269438.0,79247.0,396875.0,247440.0,190637.0,499091.0,355315.0,195027.0,28066.0,35971.0,19384.0,148023.0,341853.0,15580.0,371858.0,10401.0,79522.0,144435.0,47972.0,222492.0,14630.0,9148.0,24425.0,21336.0,74668.0,65828.0,464552.0,337258.0,213103.0,182201.0,348337.0,26082.0,99226.0,363925.0,30544.0,161259.0,388162.0,,14683.0,67191.0,66101.0,16153.0,22420.0,19137.0,,43424.0,26165.0,176195.0,412212.0,74214.0,469147.0,778738.0,14761.0,181969.0,275288.0,138333.0,23995.0,653069.0,617647.0,,30936.0,249587.0,26574.0,52322.0,52755.0,337272.0,70222.0,7542.0,248490.0,17675.0,4392.0,19376.0,376221.0,29479.0,264452.0,264452.0
1998,20838.0,279158.0,124279.0,100763.0,29804.0,54405.0,165652.0,32308.0,17778.0,65155.0,73094.0,49322.0,10008.0,229708.0,387034.0,,152314.0,77060.0,96767.0,,,287816.0,13968.0,8977.0,166612.0,161935.0,,113687.0,268000.0,70331.0,150833.0,230662.0,162503.0,544000.0,338490.0,152384.0,30282.0,11613.0,18213.0,154793.0,313940.0,13704.0,334097.0,12799.0,84382.0,145413.0,48210.0,234522.0,15038.0,9584.0,22561.0,21607.0,75789.0,57158.0,440127.0,370091.0,213412.0,163084.0,328590.0,23770.0,98971.0,354329.0,30588.0,96774.0,384270.0,,16222.0,64687.0,63458.0,18261.0,16204.0,18265.0,,42262.0,26169.0,163312.0,399436.0,76301.0,502197.0,821510.0,16926.0,165627.0,220297.0,136000.0,23115.0,586556.0,617647.0,,26024.0,244639.0,29034.0,56310.0,56762.0,353974.0,74726.0,7008.0,242067.0,17967.0,4540.0,18217.0,371741.0,22677.0,251802.0,251802.0
1999,32063.0,258576.0,99539.0,128539.0,32139.0,63088.0,194052.0,31853.0,19756.0,56311.0,72856.0,69648.0,10000.0,230246.0,378474.0,,162097.0,83518.0,71966.0,11000.0,,307038.0,14015.0,8898.0,190034.0,166157.0,,101563.0,285841.0,72130.0,448148.0,168586.0,207326.0,521429.0,359981.0,154521.0,29890.0,30312.0,21097.0,114191.0,260432.0,15331.0,370764.0,12981.0,83979.0,146132.0,45999.0,231774.0,18587.0,9160.0,25000.0,21376.0,75221.0,79384.0,475517.0,265322.0,244994.0,178561.0,344264.0,23855.0,95231.0,375728.0,19165.0,129536.0,402283.0,,14633.0,79190.0,65744.0,18090.0,17316.0,17409.0,,43723.0,24634.0,155999.0,439261.0,78403.0,490519.0,796624.0,14140.0,165001.0,197035.0,154000.0,22389.0,680546.0,702099.0,,32444.0,263466.0,28726.0,56798.0,57330.0,274752.0,74627.0,6799.0,214194.0,16619.0,4180.0,19668.0,388271.0,29670.0,276746.0,276746.0
2000,26342.0,269234.0,96569.0,128933.0,32901.0,82247.0,222572.0,32880.0,18404.0,53643.0,76896.0,82391.0,10000.0,236503.0,385621.0,,164039.0,74418.0,79088.0,14213.0,,240387.0,14353.0,30139.0,174921.0,174305.0,,81240.0,334589.0,81374.0,560494.0,215710.0,179794.0,561743.0,402060.0,182076.0,27396.0,17790.0,20970.0,143795.0,292417.0,15865.0,385358.0,13027.0,85910.0,153312.0,43478.0,230769.0,10994.0,9581.0,26189.0,23011.0,76410.0,49808.0,483746.0,358412.0,370749.0,182838.0,322147.0,22124.0,107141.0,383365.0,36497.0,157968.0,427161.0,224720.0,14956.0,81449.0,70397.0,17782.0,16075.0,18138.0,,38226.0,25613.0,185825.0,447455.0,87425.0,585649.0,864468.0,15009.0,162922.0,356135.0,167368.0,25149.0,749056.0,788215.0,,27762.0,253639.0,28238.0,58050.0,58543.0,360669.0,76302.0,7085.0,251734.0,17352.0,4325.0,18271.0,409714.0,27193.0,276292.0,276292.0
2001,28402.0,252798.0,95180.0,140000.0,33202.0,77450.0,210630.0,31266.0,17584.0,59423.0,73157.0,74300.0,10042.0,237301.0,392609.0,,162531.0,75841.0,88200.0,14061.0,,244742.0,14235.0,15394.0,167811.0,161562.0,,90126.0,287009.0,62957.0,223457.0,282794.0,187067.0,559247.0,380104.0,157930.0,33951.0,38267.0,20859.0,118033.0,344637.0,16488.0,371322.0,12439.0,86733.0,155808.0,42922.0,254268.0,18433.0,10424.0,25941.0,22072.0,67295.0,83432.0,469287.0,336227.0,316198.0,180159.0,353881.0,21933.0,103569.0,360243.0,23136.0,114936.0,401803.0,203152.0,15394.0,83950.0,72807.0,17313.0,15215.0,19980.0,,37607.0,26639.0,173724.0,404934.0,82434.0,511845.0,831538.0,14998.0,173814.0,209382.0,161111.0,25690.0,667475.0,760261.0,,33515.0,283305.0,27018.0,58318.0,58908.0,336026.0,76647.0,7899.0,232390.0,18028.0,4508.0,17669.0,385493.0,28895.0,270091.0,270091.0
2002,36275.0,242001.0,116356.0,128825.0,31723.0,68087.0,168587.0,29608.0,19538.0,57173.0,76474.0,68136.0,10054.0,235942.0,381052.0,,160836.0,55911.0,18611.0,13023.0,,256048.0,14226.0,15778.0,161866.0,159607.0,,113048.0,290476.0,88340.0,112346.0,199327.0,193127.0,502462.0,395771.0,173185.0,28702.0,14970.0,22309.0,130027.0,278232.0,13403.0,378198.0,10592.0,81179.0,159141.0,43726.0,270013.0,7412.0,7339.0,25628.0,20217.0,66667.0,64136.0,481101.0,348740.0,299784.0,192173.0,311184.0,18558.0,92393.0,375551.0,40917.0,144697.0,405669.0,207828.0,13420.0,83511.0,73730.0,15484.0,16088.0,18620.0,,31783.0,25566.0,181064.0,443776.0,87604.0,503158.0,858602.0,12679.0,174309.0,249693.0,162941.0,22850.0,754185.0,774958.0,,30103.0,290917.0,23567.0,54871.0,55466.0,345504.0,72301.0,7456.0,237747.0,17412.0,4290.0,18622.0,391474.0,33599.0,289142.0,289142.0
2003,35325.0,249833.0,122633.0,157113.0,35616.0,78207.0,187747.0,31672.0,18717.0,58921.0,70523.0,72623.0,10065.0,237126.0,408618.0,,170924.0,54648.0,68640.0,11290.0,,278314.0,15732.0,12503.0,175313.0,153042.0,,77182.0,310059.0,83630.0,350000.0,144112.0,199922.0,418769.0,359894.0,152971.0,35404.0,30342.0,21333.0,119561.0,372160.0,11549.0,366719.0,11225.0,89246.0,168153.0,43333.0,280756.0,10262.0,8105.0,26215.0,23327.0,72498.0,73473.0,495115.0,326896.0,305261.0,182040.0,324456.0,17749.0,112919.0,420318.0,15159.0,160667.0,410985.0,196096.0,15865.0,100359.0,74759.0,16988.0,14458.0,20628.0,,33101.0,22769.0,180750.0,499283.0,86360.0,563031.0,843132.0,13597.0,192348.0,233962.0,133529.0,21879.0,682474.0,784830.0,,34309.0,286557.0,29712.0,59712.0,60235.0,330513.0,78392.0,8182.0,228913.0,15876.0,3976.0,17488.0,395819.0,31964.0,282828.0,282828.0
2004,34074.0,303595.0,130705.0,123092.0,37581.0,58564.0,185926.0,37428.0,16404.0,57696.0,82281.0,69322.0,10077.0,370543.0,412288.0,,172052.0,81076.0,64612.0,15314.0,,291076.0,10822.0,13313.0,176589.0,152224.0,,70099.0,322249.0,89492.0,414967.0,184109.0,185270.0,446230.0,422759.0,149911.0,34479.0,29600.0,22303.0,133015.0,299146.0,14247.0,377442.0,12735.0,100636.0,162157.0,43077.0,279022.0,14070.0,9184.0,25871.0,23221.0,73410.0,75248.0,550438.0,378130.0,324780.0,193905.0,311739.0,25204.0,107688.0,379359.0,41821.0,66357.0,438152.0,206067.0,18109.0,110424.0,78328.0,17271.0,13490.0,23731.0,,43693.0,28404.0,197331.0,482747.0,92457.0,567709.0,764143.0,13427.0,194603.0,258223.0,157333.0,24223.0,805650.0,782529.0,55504.0,34044.0,291756.0,29026.0,67890.0,68508.0,374226.0,90803.0,9576.0,244181.0,19600.0,4807.0,18122.0,420120.0,33802.0,309270.0,309270.0
2005,29969.0,287032.0,115554.0,123188.0,34876.0,103595.0,238791.0,34873.0,19512.0,61172.0,81628.0,68754.0,10088.0,367152.0,421108.0,,172853.0,71041.0,81800.0,13780.0,,264790.0,15063.0,14044.0,179449.0,146058.0,,68803.0,350214.0,86164.0,223855.0,148760.0,178851.0,472041.0,221556.0,187367.0,33507.0,21862.0,20131.0,185321.0,333383.0,13396.0,376137.0,12944.0,92852.0,170302.0,45060.0,259522.0,14750.0,8824.0,25766.0,22598.0,75896.0,99475.0,498664.0,281184.0,249082.0,181212.0,304807.0,20492.0,100383.0,339433.0,30210.0,100165.0,437303.0,221192.0,15909.0,121091.0,74245.0,16956.0,15013.0,23052.0,,42997.0,28960.0,199255.0,498576.0,87509.0,545399.0,713137.0,17251.0,199441.0,201332.0,120667.0,24336.0,725485.0,781468.0,33019.0,37014.0,311669.0,28231.0,63911.0,64504.0,274548.0,85039.0,9308.0,222258.0,19500.0,4894.0,18611.0,419307.0,30772.0,293013.0,293013.0
2006,36049.0,299063.0,64446.0,96761.0,29914.0,84967.0,190370.0,32846.0,17677.0,55454.0,67894.0,73835.0,10000.0,390839.0,400140.0,,171205.0,80955.0,79486.0,12980.0,,303407.0,12984.0,12901.0,200886.0,147388.0,,70581.0,337701.0,81285.0,286858.0,223800.0,187849.0,487500.0,303495.0,151798.0,32211.0,32476.0,22012.0,131118.0,367257.0,8934.0,357129.0,9017.0,93576.0,174297.0,46518.0,247208.0,11927.0,8069.0,25082.0,21447.0,74583.0,16995.0,492705.0,359361.0,202844.0,163313.0,315017.0,16738.0,114841.0,303202.0,24251.0,149881.0,440949.0,224778.0,15304.0,111407.0,77313.0,16477.0,12333.0,22619.0,,35171.0,28816.0,185064.0,505721.0,88796.0,645697.0,813785.0,13574.0,210574.0,264823.0,136000.0,24067.0,721825.0,778107.0,31441.0,36493.0,329544.0,25986.0,63446.0,64002.0,348466.0,85501.0,8730.0,228350.0,19789.0,4821.0,15958.0,424205.0,33777.0,298029.0,298029.0
2007,46830.0,290340.0,156417.0,123136.0,38416.0,65052.0,220760.0,32278.0,19387.0,30258.0,103339.0,76455.0,10000.0,326131.0,380711.0,,173861.0,85281.0,81668.0,13999.0,,283790.0,13127.0,13225.0,192801.0,150889.0,,68937.0,340909.0,117738.0,228212.0,288986.0,185408.0,396875.0,423254.0,168929.0,35085.0,29003.0,21848.0,130741.0,295676.0,13868.0,360571.0,10604.0,94584.0,172115.0,44000.0,301453.0,18060.0,6818.0,25565.0,21565.0,76923.0,99003.0,557626.0,252366.0,285849.0,200447.0,336766.0,22501.0,120939.0,301754.0,40546.0,93728.0,444336.0,227040.0,13877.0,99421.0,80917.0,15719.0,13767.0,23933.0,,45983.0,28066.0,182104.0,525271.0,81932.0,632463.0,779588.0,15982.0,207941.0,219898.0,111728.0,24799.0,831205.0,789771.0,31333.0,33728.0,324480.0,27046.0,66559.0,67043.0,270845.0,87210.0,9852.0,215747.0,19380.0,4804.0,19455.0,425354.0,40532.0,315913.0,315913.0
2008,51238.0,307980.0,146953.0,145758.0,33139.0,35704.0,177303.0,34195.0,19822.0,28786.0,75624.0,65001.0,10000.0,417896.0,407574.0,,183158.0,67325.0,69153.0,15263.0,,296162.0,15490.0,15073.0,230801.0,157694.0,,82185.0,343957.0,103260.0,293203.0,244308.0,188573.0,340000.0,416082.0,175305.0,38396.0,25259.0,22097.0,122735.0,235194.0,10277.0,356314.0,10552.0,96596.0,161455.0,42857.0,289672.0,17975.0,6467.0,25625.0,22836.0,75184.0,49914.0,548514.0,340633.0,273118.0,206215.0,332635.0,16231.0,44021.0,313043.0,26407.0,125943.0,444373.0,226665.0,16384.0,56221.0,76731.0,18618.0,17843.0,21846.0,,40775.0,26718.0,190323.0,521030.0,85352.0,599886.0,712869.0,16012.0,212454.0,291696.0,121875.0,25311.0,783315.0,793084.0,32691.0,42494.0,357115.0,30175.0,65695.0,66200.0,338099.0,87680.0,9109.0,239535.0,19145.0,4748.0,17553.0,424547.0,44005.0,304198.0,304198.0
2009,39887.0,312758.0,124698.0,140115.0,34501.0,100978.0,188539.0,39287.0,19429.0,30989.0,81901.0,64646.0,10153.0,385577.0,397254.0,,184247.0,116380.0,113248.0,17237.0,,307193.0,15490.0,19035.0,201264.0,158187.0,,79307.0,348823.0,105444.0,224211.0,173273.0,195444.0,340000.0,363577.0,173381.0,38348.0,36713.0,26712.0,136612.0,346520.0,16134.0,363475.0,14838.0,103376.0,170122.0,41435.0,285961.0,18769.0,11112.0,23219.0,24210.0,75209.0,33482.0,560952.0,311781.0,266604.0,198961.0,376450.0,22924.0,48205.0,344828.0,31580.0,149763.0,464446.0,210522.0,20297.0,101605.0,79413.0,17418.0,16387.0,21062.0,,43548.0,29578.0,209614.0,540698.0,83919.0,581309.0,780623.0,17422.0,225200.0,224677.0,100556.0,26042.0,802792.0,789441.0,32235.0,40818.0,352006.0,29897.0,71787.0,72360.0,314040.0,95601.0,8709.0,237464.0,21281.0,5177.0,19909.0,443992.0,37234.0,313857.0,313857.0
2010,45371.0,304560.0,122471.0,134674.0,31986.0,65208.0,181438.0,39345.0,19343.0,32877.0,81347.0,67066.0,10221.0,390534.0,421786.0,,175286.0,82575.0,59863.0,15082.0,,304765.0,15647.0,20052.0,198212.0,164708.0,,84429.0,355045.0,106647.0,195557.0,125532.0,183989.0,355696.0,364204.0,175944.0,37124.0,21644.0,23462.0,174500.0,346875.0,15305.0,386480.0,13598.0,95923.0,159927.0,125532.0,280314.0,17809.0,9753.0,23724.0,23057.0,75986.0,128272.0,552620.0,287467.0,250055.0,211032.0,325693.0,22405.0,44890.0,323655.0,42707.0,70385.0,452767.0,210824.0,19200.0,86651.0,75375.0,17602.0,14793.0,21881.0,,45073.0,29224.0,226946.0,561223.0,81136.0,621142.0,698951.0,16363.0,228628.0,291709.0,93158.0,23851.0,810812.0,797539.0,31773.0,44307.0,348316.0,31167.0,69238.0,69877.0,298351.0,89958.0,9104.0,226235.0,20458.0,5035.0,19054.0,429184.0,42116.0,311541.0,311541.0
2011,56883.0,319541.0,122969.0,151299.0,34488.0,84676.0,194889.0,37432.0,19089.0,31766.0,81595.0,67579.0,10287.0,452680.0,383489.0,,174120.0,87353.0,72137.0,18350.0,,329261.0,13518.0,16212.0,224575.0,154322.0,,90500.0,360189.0,100782.0,201176.0,191556.0,187318.0,364019.0,380844.0,173894.0,37948.0,30282.0,24377.0,201182.0,371599.0,12905.0,387191.0,10126.0,92363.0,159815.0,191556.0,291536.0,15170.0,8050.0,23441.0,21774.0,76305.0,38461.0,562600.0,317467.0,246635.0,207113.0,397950.0,18392.0,50167.0,308772.0,32527.0,80594.0,447140.0,219918.0,16538.0,109109.0,79210.0,16407.0,14938.0,25448.0,,34256.0,28199.0,236337.0,566869.0,82271.0,533929.0,750762.0,15671.0,233019.0,304932.0,94898.0,20630.0,854963.0,769581.0,31281.0,38997.0,343595.0,29422.0,67698.0,68191.0,325635.0,87165.0,8913.0,237233.0,19986.0,4857.0,17672.0,423994.0,47041.0,319893.0,319893.0
